Tipo de Arquivo,Nome,Título,Legenda,Local,Data,Tipo,Fotógrafo,Notas,Créditos,Fonte,Tipo de Licença,Formato,Resolução Horizontal,Resolução Vertical,Dimensões da Foto,Dimensões do Objeto,Link
Imagem,Ita_007,Jogadoras do Elite Itaquerense posam para foto com a bandeira do clube,Jogadoras do Elite Itaquerense posam para foto com a bandeira do clube. Novembro de 1996.,"São Paulo, SP",1996,Fotografia,Autor desconhecido,A fotografia integra o acervo do Museu do Futebol. Coleção pessoal Ita Maia Reis.,Acervo Ita Maia Reis | Direitos Reservados,Museu do Futebol,CC-BY-SA,TIFF,600 dpi,600 dpi,3549 x 2357,0,"https://dados.museudofutebol.org.br/2d#/tipo:acervo/726283,Jogadoras%20do%20Elite%20Itaquerense%20posam%20para%20foto%20com%20a%20bandeira%20do%20clube"
Imagem,Ita_008,Jogadoras do Elite Itaquerense durante caminhada,Jogadoras do Elite Itaquerense são fotografadas durante caminhada.,"São Paulo, SP",0,Fotografia,Autor desconhecido,A fotografia integra o acervo do Museu do Futebol. Coleção pessoal Ita Maia Reis.,Acervo Ita Maia Reis | Direitos Reservados,Museu do Futebol,CC-BY-SA,TIFF,600 dpi,600 dpi,3549 x 2322,0,"https://dados.museudofutebol.org.br/2d#/tipo:acervo/726298,Jogadoras%20do%20Elite%20Itaquerense%20durante%20caminhada"
Imagem,Ita_009,Time de futebol feminino do Elite Itaquerense,"Depois de se mudar para Guaianases, Ita Maia se tornou uma expoente atleta do clube Elite Itaquerense, onde além de jogar futebol também chegou a atuar como técnica.","São Paulo, SP",0,Fotografia,Autor desconhecido,A fotografia integra o acervo do Museu do Futebol. Coleção pessoal Ita Maia Reis.,Acervo Ita Maia Reis | Direitos Reservados,Museu do Futebol,CC-BY-SA,TIFF,600 dpi,600 dpi,3566 x 2305,0,"https://dados.museudofutebol.org.br/2d#/tipo:acervo/707848,Time%20de%20futebol%20feminino%20do%20Elite%20Itaquerense"
Imagem,Ita_010,Atletas do Elite Itaquerense posam para foto,Jogadoras do Elite Itaquerense posam para fotografia.,"São Paulo, SP",0,Fotografia,Autor desconhecido,A fotografia integra o acervo do Museu do Futebol. Coleção pessoal Ita Maia Reis.,Acervo Ita Maia Reis | Direitos Reservados,Museu do Futebol,CC-BY-SA,TIFF,600 dpi,600 dpi,3566 x 2339,0,"https://dados.museudofutebol.org.br/2d#/tipo:acervo/726313,Atletas%20do%20Elite%20Itaquerense%20posam%20para%20foto"
Imagem,Ita_011,Atletas do Elite Itaquerense posam para foto durante evento,Equipe do Elite Itaquerense posa para foto durante evento.,"São Paulo, SP",0,Fotografia,Autor desconhecido,A fotografia integra o acervo do Museu do Futebol. Coleção pessoal Ita Maia Reis.,Acervo Ita Maia Reis | Direitos Reservados,Museu do Futebol,CC-BY-SA,TIFF,600 dpi,600 dpi,3566 x 2271,0,"https://dados.museudofutebol.org.br/2d#/tipo:acervo/726334,Atletas%20do%20Elite%20Itaquerense%20posam%20para%20foto%20durante%20evento"
Imagem,Ita_012,Jogadoras do clube Elite Itaquerense,Jogadoras do Elite Itaquerense posam para foto durante desfile de abertura da 1ª Copa Kaiser. Setembro de 1996.,"São Paulo, SP",1996,Fotografia,Autor desconhecido,A fotografia integra o acervo do Museu do Futebol. Coleção pessoal Ita Maia Reis.,Acervo Ita Maia Reis | Direitos Reservados,Museu do Futebol,CC-BY-SA,TIFF,600 dpi,600 dpi,2377 x 3613,0,"https://dados.museudofutebol.org.br/2d#/tipo:acervo/707823,Jogadoras%20do%20clube%20Elite%20Itaquerense"
Imagem,Ita_013,"Time do Elite Itaquerense posa para foto, 1999","Time feminino do Elite Itaquerense, campeão do Torneio Ayrton Senna, posa para fotografia. Maio de 1999.","São Paulo, SP",1999,Fotografia,Autor desconhecido,A fotografia integra o acervo do Museu do Futebol. Coleção pessoal Ita Maia Reis.,Acervo Ita Maia Reis | Direitos Reservados,Museu do Futebol,CC-BY-SA,TIFF,600 dpi,600 dpi,3566 x 2907,0,"https://dados.museudofutebol.org.br/2d#/tipo:acervo/726354,Time%20do%20Elite%20Itaquerense%20posa%20para%20foto,%201999"
Imagem,Ita_014,Atletas do Elite Itaquerense posam para fotografia,Jogadoras do Elite Itaquerense posam para foto.,"São Paulo, SP",0,Fotografia,Autor desconhecido,A fotografia integra o acervo do Museu do Futebol. Coleção pessoal Ita Maia Reis.,Acervo Ita Maia Reis | Direitos Reservados,Museu do Futebol,CC-BY-SA,TIFF,600 dpi,600 dpi,3566 x 2374,0,"https://dados.museudofutebol.org.br/2d#/tipo:acervo/726369,Atletas%20do%20Elite%20Itaquerense%20posam%20para%20fotografia"
Imagem,Ita_015,Ita Maia posa para foto com troféu,"Ita Maia, jogadora do Elite Itaquerense, posa para foto com troféu.","São Paulo, SP",1999,Fotografia,Autor desconhecido,A fotografia integra o acervo do Museu do Futebol. Coleção pessoal Ita Maia Reis.,Acervo Ita Maia Reis | Direitos Reservados,Museu do Futebol,CC-BY-SA,TIFF,600 dpi,600 dpi,2877 x 3544,0,"https://dados.museudofutebol.org.br/2d#/tipo:acervo/726384,Ita%20Maia%20posa%20para%20foto%20com%20trof%C3%A9u"
Imagem,Ita_016,Atletas do Elite Itaquerense,"Soraia e Ita Maia Reis, jogadoras do Elite Itaquerense, posam para foto.","São Paulo, SP",0,Fotografia,Autor desconhecido,A fotografia integra o acervo do Museu do Futebol. Coleção pessoal Ita Maia Reis.,Acervo Ita Maia Reis | Direitos Reservados,Museu do Futebol,CC-BY-SA,TIFF,600 dpi,600 dpi,3807 x 2752,0,"https://dados.museudofutebol.org.br/2d#/tipo:acervo/707835,Atletas%20do%20Elite%20Itaquerense"
Imagem,Ita_017,"Time do Elite Itaquerense posa para foto, 1996","Jogadoras do Elite Itaquerense posam para foto, 1996.","São Paulo, SP",1996,Fotografia,Autor desconhecido,A fotografia integra o acervo do Museu do Futebol. Coleção pessoal Ita Maia Reis.,Acervo Ita Maia Reis | Direitos Reservados,Museu do Futebol,CC-BY-SA,TIFF,600 dpi,600 dpi,3601 x 2856,0,"https://dados.museudofutebol.org.br/2d#/tipo:acervo/726404,Time%20do%20Elite%20Itaquerense%20posa%20para%20foto,%201996"
Imagem,Ita_018,"Ita Maia, do Elite Itaquerense, posa para foto com troféu","Jogadora do Elite Itaquerense, Ita Maia posa para foto com troféu.","São Paulo, SP",0,Fotografia,Autor desconhecido,A fotografia integra o acervo do Museu do Futebol. Coleção pessoal Ita Maia Reis.,Acervo Ita Maia Reis | Direitos Reservados,Museu do Futebol,CC-BY-SA,TIFF,600 dpi,600 dpi,2239 x 3510,0,"https://dados.museudofutebol.org.br/2d#/tipo:acervo/726419,Ita%20Maia,%20do%20Elite%20Itaquerense,%20posa%20para%20foto%20com%20trof%C3%A9u"
Imagem,Ita_019,Jogadoras do Elite Itaquerense com troféu do Campeonato Municipal,Jogadoras do Elite Itaquerense posam para foto com medalhas e troféu do Campeonato Municipal de São Paulo.,"São Paulo, SP",0,Fotografia,Autor desconhecido,A fotografia integra o acervo do Museu do Futebol. Coleção pessoal Ita Maia Reis.,Acervo Ita Maia Reis | Direitos Reservados,Museu do Futebol,CC-BY-SA,TIFF,600 dpi,600 dpi,2326 x 3561,0,"https://dados.museudofutebol.org.br/2d#/tipo:acervo/707858,Jogadoras%20do%20Elite%20Itaquerense%20com%20trof%C3%A9u%20do%20Campeonato%20Municipal"
Imagem,Ita_020,Jogadoras se cumprimentam antes de uma partida de futebol	,Ita Maia cumprimenta capitã do time adversário antes de uma partida do Elite Itaquerense.,"São Paulo, SP",0,Fotografia,Autor desconhecido,A fotografia integra o acervo do Museu do Futebol. Coleção pessoal Ita Maia Reis.,Acervo Ita Maia Reis | Direitos Reservados,Museu do Futebol,CC-BY-SA,TIFF,600 dpi,600 dpi,3497 x 2357,0,"https://dados.museudofutebol.org.br/2d#/tipo:acervo/713742,Jogadoras%20se%20cumprimentam%20antes%20de%20uma%20partida%20de%20futebol"
Imagem,Ita_021,Ita Maia posa para fotografia,"Jogadora de futebol, Ita Maia posa para fotografia.","São Paulo, SP",0,Fotografia,Autor desconhecido,A fotografia integra o acervo do Museu do Futebol. Coleção pessoal Ita Maia Reis.,Acervo Ita Maia Reis | Direitos Reservados,Museu do Futebol,CC-BY-SA,TIFF,600 dpi,600 dpi,2394 x 3561,0,"https://dados.museudofutebol.org.br/2d#/tipo:acervo/726446,Ita%20Maia%20posa%20para%20fotografia"
Imagem,Juliana_001,"Juliana Cabral, jogadora da Seleção Brasileira de Futebol Feminino. Sydney, 2000","Juliana Cabral, jogadora da Seleção Brasileira de Futebol Feminino, durante partida dos Jogos Olímpicos de Sydney. 2000.","Sydney, Austrália",2000,Fotografia,Autor desconhecido,A fotografia integra o acervo do Museu do Futebol. Coleção pessoal Juliana Cabral.,Acervo Juliana Cabral | Direitos Reservados,Museu do Futebol,CC-BY-SA,TIFF,600 dpi,600 dpi,3533 x 2353,0,"https://dados.museudofutebol.org.br/2d#/tipo:acervo/726016,Juliana%20Cabral,%20jogadora%20da%20Sele%C3%A7%C3%A3o%20Brasileira%20de%20Futebol%20Feminino.%20Sydney,%202000"
Imagem,Juliana_002,"Juliana Cabral, capitã da Seleção Brasileira de Futebol Feminino. Atenas, 2004","Juliana Cabral posa para foto após a conquista da medalha de prata dos Jogos Olímpicos de Atenas, 2004.","Atenas, Grécia",2004,Fotografia,Autor desconhecido,A fotografia integra o acervo do Museu do Futebol. Coleção pessoal Juliana Cabral.,Acervo Juliana Cabral | Direitos Reservados,Museu do Futebol,CC-BY-SA,TIFF,600 dpi,600 dpi,3533 x 2380,0,"https://dados.museudofutebol.org.br/2d#/tipo:acervo/726033,Juliana%20Cabral,%20capit%C3%A3%20da%20Sele%C3%A7%C3%A3o%20Brasileira%20de%20Futebol%20Feminino.%20Atenas,%202004"
Imagem,Juliana_003,"Seleção Brasileira Feminina nos Jogos Olímpicos de Sydney, 2000","Seleção Brasileira Feminina posa para fotografia durante os Jogos Olímpicos de Sydney, 2000.","Sydney, Austrália",2000,Fotografia,Autor desconhecido,A fotografia integra o acervo do Museu do Futebol. Coleção pessoal Juliana Cabral.,Acervo Juliana Cabral | Direitos Reservados,Museu do Futebol,CC-BY-SA,TIFF,600 dpi,600 dpi,3520 x 2366,0,"https://dados.museudofutebol.org.br/2d#/tipo:acervo/726049,Sele%C3%A7%C3%A3o%20Brasileira%20Feminina%20nos%20Jogos%20Ol%C3%ADmpicos%20de%20Sydney,%202000"
Imagem,Juliana_004,"Crachá de passe livre da Copa do Mundo de Futebol Feminino, 1999","Crachá de passe livre de Juliana Cabral da Copa do Mundo de Futebol Feminino dos Estados Unidos, 1999.",Estados Unidos,1999,Objeto,Autor desconhecido,A fotografia integra o acervo do Museu do Futebol. Coleção pessoal Juliana Cabral.,Acervo Juliana Cabral | Direitos Reservados,Museu do Futebol,CC-BY-SA,TIFF,600 dpi,600 dpi,2262 x 3476,0,"https://dados.museudofutebol.org.br/2d#/tipo:acervo/725657,Crach%C3%A1%20de%20passe%20livre%20da%20Copa%20do%20Mundo%20de%20Futebol%20Feminino,%201999"
Imagem,Juliana_005,"Ingresso da cerimônia de abertura da Copa do Mundo de Futebol Feminino, 1999","Ingresso da cerimônia de abertura da Copa do Mundo de Futebol Feminino de 1999, disputada nos Estados Unidos.",Estados Unidos,1999,Objeto,Autor desconhecido,A fotografia integra o acervo do Museu do Futebol. Coleção pessoal Juliana Cabral.,Acervo Juliana Cabral | Direitos Reservados,Museu do Futebol,CC-BY-SA,TIFF,600 dpi,600 dpi,2048 x 1203,0,"https://dados.museudofutebol.org.br/2d#/tipo:acervo/725953,Ingresso%20da%20cerim%C3%B4nia%20de%20abertura%20da%20Copa%20do%20Mundo%20de%20Futebol%20Feminino,%201999"
Imagem,Juliana_006,"Ingresso do jogo final da Copa do Mundo de Futebol Feminino, 1999","Ingresso do jogo final e da disputa pelo terceiro lugar da Copa do Mundo de Futebol Feminino de 1999, Estados Unidos.",Estados Unidos,1999,Objeto,Autor desconhecido,A fotografia integra o acervo do Museu do Futebol. Coleção pessoal Juliana Cabral.,Acervo Juliana Cabral | Direitos Reservados,Museu do Futebol,CC-BY-SA,TIFF,600 dpi,600 dpi,3466 x 1337,0,"https://dados.museudofutebol.org.br/2d#/tipo:acervo/725969,Ingresso%20do%20jogo%20final%20da%20Copa%20do%20Mundo%20de%20Futebol%20Feminino,%201999"
Imagem,Juliana_007,"Braçadeiras de capitã de Juliana Cabral nos Jogos Olímpicos de Atenas, 2004","Braçadeiras de capitã usadas por Juliana Cabral na conquista da medalha de prata dos Jogos Olímpicos de Atenas, 2004.","Atenas, Grécia",2004,Objeto,Autor desconhecido,A fotografia integra o acervo do Museu do Futebol. Coleção pessoal Juliana Cabral.,Acervo Juliana Cabral | Direitos Reservados,Museu do Futebol,CC-BY-SA,TIFF,600 dpi,600 dpi,2075 x 3416,0,"https://dados.museudofutebol.org.br/2d#/tipo:acervo/725985,Bra%C3%A7adeiras%20de%20capit%C3%A3%20de%20Juliana%20Cabral%20nos%20Jogos%20Ol%C3%ADmpicos%20de%20Atenas,%202004"
Imagem,Juliana_008,Juliana Cabral no futebol de salão,"Juliana Cabral, jogadora da Seleção Brasileira de Futebol Feminino, atuou durante sua adolescência no futebol de salão.","São Paulo, SP",0,Fotografia,Autor desconhecido,A fotografia integra o acervo do Museu do Futebol. Coleção pessoal Juliana Cabral.,Acervo Juliana Cabral | Direitos Reservados,Museu do Futebol,CC-BY-SA,TIFF,600 dpi,600 dpi,3560 x 2326,0,"https://dados.museudofutebol.org.br/2d#/tipo:acervo/726065,Juliana%20Cabral%20no%20futebol%20de%20sal%C3%A3o"
Imagem,Juliana_009,Juliana Cabral comemora,"Juliana Cabral, jogadora da Seleção Brasileira de Futebol Feminino, atuou durante sua adolescência no futebol de salão.","São Paulo, SP",0,Fotografia,Autor desconhecido,A fotografia integra o acervo do Museu do Futebol. Coleção pessoal Juliana Cabral.,Acervo Juliana Cabral | Direitos Reservados,Museu do Futebol,CC-BY-SA,TIFF,600 dpi,600 dpi,3560 x 2326,0,"https://dados.museudofutebol.org.br/2d#/tipo:acervo/726079,Juliana%20Cabral%20comemora"
Imagem,Juliana_010,Juliana Cabral e equipe de futebol de salão,"Juliana Cabral, jogadora da Seleção Brasileira de Futebol Feminino, atuou durante sua adolescência no futebol de salão.","São Paulo, SP",0,Fotografia,Autor desconhecido,A fotografia integra o acervo do Museu do Futebol. Coleção pessoal Juliana Cabral.,Acervo Juliana Cabral | Direitos Reservados,Museu do Futebol,CC-BY-SA,TIFF,600 dpi,600 dpi,3560 x 2313,0,"https://dados.museudofutebol.org.br/2d#/tipo:acervo/726093,Juliana%20Cabral%20e%20equipe%20de%20futebol%20de%20sal%C3%A3o"
Imagem,Juliana_011,"Ingresso do IV Campeonato Sul-Americano de Futebol Feminino, 2003","Ingresso dos jogos Argentina x Colômbia e Peru x Brasil. IV Campeonato Sul-Americano de Futebol Feminino, Peru. 2003.","Lima, Peru",2003,Objeto,Autor desconhecido,A fotografia integra o acervo do Museu do Futebol. Coleção pessoal Juliana Cabral.,Acervo Juliana Cabral | Direitos Reservados,Museu do Futebol,CC-BY-SA,TIFF,600 dpi,600 dpi,2677 x 1831,0,"https://dados.museudofutebol.org.br/2d#/tipo:acervo/726001,Ingresso%20do%20IV%20Campeonato%20Sul-Americano%20de%20Futebol%20Feminino,%202003"
Imagem,Leda_001,"Equipe e comissão técnica da Seleção Brasileira Feminina, 1995",Foto da equipe e da comissão que classificaram a Seleção Brasileira para a Copa do Mundo de 1995.,0,1995,Fotografia,Autor desconhecido,A fotografia integra o acervo do Museu do Futebol. Coleção pessoal Leda Maria.,Acervo Leda Maria | Direitos Reservados,Museu do Futebol,CC-BY-SA,TIFF,350 dpi,350 dpi,3046 x 2158,0,"https://dados.museudofutebol.org.br/2d#/tipo:acervo/726516,Equipe%20e%20comiss%C3%A3o%20t%C3%A9cnica%20da%20Sele%C3%A7%C3%A3o%20Brasileira%20Feminina,%201995"
Imagem,Leda_002,Leda Maria com o uniforme do Vasco,"Leda com o uniforme do Vasco. A jogadora fez parte do cruz-maltino na década de 1990, e venceu campeonatos estudais e nacionais.","Rio de Janeiro, RJ",0,Fotografia,Autor desconhecido,A fotografia integra o acervo do Museu do Futebol. Coleção pessoal Leda Maria.,Acervo Leda Maria | Direitos Reservados,Museu do Futebol,CC-BY-SA,TIFF,350 dpi,350 dpi,1437 x 2147,0,"https://dados.museudofutebol.org.br/2d#/tipo:acervo/726529,Leda%20Maria%20com%20o%20uniforme%20do%20Vasco"
Imagem,Leda_003,Leda e goleira da Portuguesa,Leda e a goleira da Portuguesa com medalhas e o troféu de segundo lugar.,0,0,Fotografia,Autor desconhecido,A fotografia integra o acervo do Museu do Futebol. Coleção pessoal Leda Maria.,Acervo Leda Maria | Direitos Reservados,Museu do Futebol,CC-BY-SA,TIFF,350 dpi,350 dpi,1464 x 2173,0,"https://dados.museudofutebol.org.br/2d#/tipo:acervo/726543,Leda%20e%20goleira%20da%20Portuguesa"
Imagem,Leda_004,"Time feminino do Vasco, 2000",Pôster do time feminino do Vasco da Gama que foi pentacampeão estadual em 2000.,"Rio de Janeiro, RJ",2000,Fotografia,Autor desconhecido,A fotografia integra o acervo do Museu do Futebol. Coleção pessoal Leda Maria.,Acervo Leda Maria | Direitos Reservados,Museu do Futebol,CC-BY-SA,TIFF,350 dpi,350 dpi,3552 x 2822,0,"https://dados.museudofutebol.org.br/2d#/tipo:acervo/726557,Time%20feminino%20do%20Vasco,%202000"
Imagem,Leda_005,"Time feminino do Vasco, 1999",Pôster do time feminino do Vasco da Gama tetracampeão estadual em 1999.,"Rio de Janeiro, RJ",1999,Fotografia,Autor desconhecido,A fotografia integra o acervo do Museu do Futebol. Coleção pessoal Leda Maria.,Acervo Leda Maria | Direitos Reservados,Museu do Futebol,CC-BY-SA,TIFF,350 dpi,350 dpi,3570 x 2846,0,"https://dados.museudofutebol.org.br/2d#/tipo:acervo/708484,Time%20feminino%20do%20Vasco,%201999"
Imagem,Leda_006,Time feminino do Vasco em São Januário,"Foto do time feminino do Vasco em São Januário. Em 1999, as vascaínas foram tetracampeãs estaduais no Rio de Janeiro.","Rio de Janeiro, RJ",1999,Fotografia,Autor desconhecido,A fotografia integra o acervo do Museu do Futebol. Coleção pessoal Leda Maria.,Acervo Leda Maria | Direitos Reservados,Museu do Futebol,CC-BY-SA,TIFF,350 dpi,350 dpi,3570 x 2846,0,"https://dados.museudofutebol.org.br/2d#/tipo:acervo/726590,Time%20feminino%20do%20Vasco%20em%20S%C3%A3o%20Janu%C3%A1rio"
Imagem,Leda_007,"Pôster do time feminino do Vasco, 2000",Pôster do time pentacampeão estadual feminino do Vasco da Gama.,"Rio de Janeiro, RJ",2000,Fotografia,Autor desconhecido,A fotografia integra o acervo do Museu do Futebol. Coleção pessoal Leda Maria.,Acervo Leda Maria | Direitos Reservados,Museu do Futebol,CC-BY-SA,TIFF,350 dpi,350 dpi,2967 x 2164,0,"https://dados.museudofutebol.org.br/2d#/tipo:acervo/726604,P%C3%B4ster%20do%20time%20feminino%20do%20Vasco,%202000"
Imagem,Leda_008,Equipe da Lusa/Sant'anna no Estádio do Ibirapuera,"Equipe de futebol feminino da Portuguesa. Durante o fim dos anos 1990 e começo dos 2000, a Portuguesa jogou os campeonatos de futebol feminino como, Lusa Sant'anna. Entre 1998 e 2002, o time disputou quatro finais de Campeonato Paulista, sendo duas vezes campeão.",0,0,Fotografia,Autor desconhecido,A fotografia integra o acervo do Museu do Futebol. Coleção pessoal Leda Maria.,Acervo Leda Maria | Direitos Reservados,Museu do Futebol,CC-BY-SA,TIFF,350 dpi,350 dpi,2163 x 1457,0,"https://dados.museudofutebol.org.br/2d#/tipo:acervo/700230,Equipe%20da%20Lusa/Sant'anna%20no%20Est%C3%A1dio%20do%20Ibirapuera"
Imagem,Leda_009,Time de futebol feminino do Vasco da Gama em 1998,"O time de futebol feminino do Vasco da Gama, durante os anos 1990 criou uma hegemonia no futebol feminino. Em 1998, ganhou seu quarto título carioca seguido com jogadoras que faziam parte da seleção, como Pretinha, Fanta e Leda. Nos dois anos seguintes, ainda seria campeão mais duas vezes.","Rio de Janeiro, RJ",1998,Fotografia,Autor desconhecido,A fotografia integra o acervo do Museu do Futebol. Coleção pessoal Leda Maria.,Acervo Leda Maria | Direitos Reservados,Museu do Futebol,CC-BY-SA,TIFF,350 dpi,350 dpi,3254 x 2267,0,"https://dados.museudofutebol.org.br/2d#/tipo:acervo/700241,Time%20de%20futebol%20feminino%20do%20Vasco%20da%20Gama%20em%201998"
Imagem,Leda_010,Jogadoras da Seleção Brasileira durante concentração,"Jogadoras da Seleção Brasileira, que disputaram a Copa do Mundo de 1995. Na ocasião, o Brasil acabou sendo eliminado ainda na primeira fase, mesmo depois de estrear na competição com uma vitória sobre as anfitriãs suecas.",0,0,Fotografia,Autor desconhecido,A fotografia integra o acervo do Museu do Futebol. Coleção pessoal Leda Maria.,Acervo Leda Maria | Direitos Reservados,Museu do Futebol,CC-BY-SA,TIFF,350 dpi,350 dpi,2109 x 1196,0,"https://dados.museudofutebol.org.br/2d#/tipo:acervo/700255,Jogadoras%20da%20Sele%C3%A7%C3%A3o%20Brasileira%20durante%20concentra%C3%A7%C3%A3o"
Imagem,Leda_011,Leda Maria recebe medalha de prata,"Em 1999, São Paulo e Portuguesa disputaram a final do Campeonato Paulista de Futebol Feminino, com vitória do Tricolor Paulista. Leda Maria, jogadora da seleção brasileira jogava na Portuguesa naquele ano, e além do vice-campeonato paulista, conquistaria a Taça Brasil pela Lusa.","São Paulo, SP",1999,Fotografia,Autor desconhecido,A fotografia integra o acervo do Museu do Futebol. Coleção pessoal Leda Maria.,Acervo Leda Maria | Direitos Reservados,Museu do Futebol,CC-BY-SA,TIFF,350 dpi,350 dpi,1462 x 2127,0,"https://dados.museudofutebol.org.br/2d#/tipo:acervo/700272,Leda%20Maria%20recebe%20medalha%20de%20prata"
Imagem,Leda_012,"Leda Maria, jogadora do Vasco da Gama","Leda Maria jogou no Vasco durante a década de 90, e fez parte da equipe que foi tetracampeã estadual. Como jogadora do clube alvinegro, a volante sempre fez parte das convocações da seleção brasileira.","Rio de Janeiro, RJ",1998,Fotografia,Autor desconhecido,A fotografia integra o acervo do Museu do Futebol. Coleção pessoal Leda Maria.,Acervo Leda Maria | Direitos Reservados,Museu do Futebol,CC-BY-SA,TIFF,350 dpi,350 dpi,2143 x 2998,0,"https://dados.museudofutebol.org.br/2d#/tipo:acervo/700287,Leda%20Maria,%20jogadora%20do%20Vasco%20da%20Gama"
Imagem,Leda_013,Pódio do futsal feminino nas Olimpíadas Universitárias de 2005,"Leda Maria participou do futsal feminino, nos Jogos Olímpicos Universitários de 2005, pela Universidade Castelo Branco. A equipe terminou a disputa na terceira colocação.",0,2005,Fotografia,Autor desconhecido,A fotografia integra o acervo do Museu do Futebol. Coleção pessoal Leda Maria.,Acervo Leda Maria | Direitos Reservados,Museu do Futebol,CC-BY-SA,TIFF,350 dpi,350 dpi,2163 x 1408,0,"https://dados.museudofutebol.org.br/2d#/tipo:acervo/700302,P%C3%B3dio%20do%20futsal%20feminino%20nas%20Olimp%C3%ADadas%20Universit%C3%A1rias%20de%202005"
Imagem,Leda_014,Elenco da Seleção Brasileira de Futebol Feminino durante preparação para a Copa do Mundo de 1999,"No primeiro semestre de 1999, a Seleção Brasileira de Futebol Feminino se preparava para disputar a Copa do Mundo daquele ano, nos Estados Unidos.",0,1999,Fotografia,Autor desconhecido,A fotografia integra o acervo do Museu do Futebol. Coleção pessoal Leda Maria.,Acervo Leda Maria | Direitos Reservados,Museu do Futebol,CC-BY-SA,TIFF,350 dpi,350 dpi,2961 x 2151,0,"https://dados.museudofutebol.org.br/2d#/tipo:acervo/706588,Elenco%20da%20Sele%C3%A7%C3%A3o%20Brasileira%20de%20Futebol%20Feminino%20durante%20prepara%C3%A7%C3%A3o%20para%20a%20Copa%20do%20Mundo%20de%201999"
Imagem,Leda_015,Flâmula do time Radar com os três títulos conquistados no futebol feminino,"No começo da década de 1980, o Radar por meio de seu então presidente Eurico Lira, montou um time de Futebol Feminino que rapidamente se tornou dominante no cenário brasileiro.","Rio de Janeiro, RJ",1985,Objeto,Rogério Alonso,"Este objeto pertence a Leda Maria e integrou a exposição temporária do Museu do Futebol ""CONTRA-ATAQUE! As Mulheres do Futebol"", de 2019.",Acervo Leda Maria | Foto Rogério Alonso,Museu do Futebol,CC-BY-SA,JPEG,240 dpi,240 dpi,3948 x 4724,"24 x 20,3 cm","https://dados.museudofutebol.org.br/2d#/tipo:acervo/708589,Fl%C3%A2mula%20do%20time%20Radar%20com%20os%20tr%C3%AAs%20t%C3%ADtulos%20conquistados%20no%20futebol%20feminino"
Imagem,Marcia_001,Moedas comemorativas da Copa do Mundo de Futebol Feminino de 1991,"Moedas comemorativas lançadas na Copa do Mundo de Futebol Feminino. China, 1991.",China,1991,Objeto,Rogério Alonso,"Este objeto pertente a Márcia Taffarel e integrou a exposição temporária do Museu do Futebol ""CONTRA-ATAQUE! As Mulheres do Futebol"", de 2019.",Acervo Márcia Taffarel | Foto Rogério Alonso,Museu do Futebol,CC-BY-SA,JPEG,240 dpi,240 dpi,3342 x 4724,"Medida com embalagem: 10 x 6,6 cm ","https://dados.museudofutebol.org.br/2d#/tipo:acervo/726107,Moedas%20comemorativas%20da%20Copa%20do%20Mundo%20de%20Futebol%20Feminino%20de%201991"
Imagem,Marcia_002,Medalha da Copa do Mundo de Futebol Feminino de 1991,"Medalha de participação da Copa do Mundo de Futebol Feminino. China, 1991.",China,1991,Objeto,Rogério Alonso,"Este objeto pertente a Márcia Taffarel e integrou a exposição temporária do Museu do Futebol ""CONTRA-ATAQUE! As Mulheres do Futebol"", de 2019.",Acervo Márcia Taffarel | Foto Rogério Alonso,Museu do Futebol,CC-BY-SA,JPEG,240 dpi,240 dpi,3388 x 4724,"Apenas a medalha 3,5 x 3,5 cm; Caixa aberta (90º) 7,9 x 6,5 x 7 cm; 
Caixa aberta (180º) 12,6 x 6,5 x 1,5 cm","https://dados.museudofutebol.org.br/2d#/tipo:acervo/726124,Medalha%20da%20Copa%20do%20Mundo%20de%20Futebol%20Feminino%20de%201991"
Imagem,Marcia_003,Parte frontal da medalha dos Jogos Olímpicos de Atlanta,"Parte frontal da medalha de participação dos Jogos Olímpicos de Atlanta, 1996.","Atlanta, Estados Unidos",1996,Objeto,Rogério Alonso,"Este objeto pertente a Márcia Taffarel e integrou a exposição temporária do Museu do Futebol ""CONTRA-ATAQUE! As Mulheres do Futebol"", de 2019.",Acervo Márcia Taffarel | Foto Rogério Alonso,Museu do Futebol,CC-BY-SA,JPEG,240 dpi,240 dpi,4091 x 4535,6 x 6 cm,"https://dados.museudofutebol.org.br/2d#/tipo:acervo/726141,Parte%20frontal%20da%20medalha%20dos%20Jogos%20Ol%C3%ADmpicos%20de%20Atlanta"
Imagem,Marcia_004,Verso da medalha dos Jogos Olímpicos de Atlanta,"Verso da medalha de participação dos Jogos Olímpicos de Atlanta, 1996.","Atlanta, Estados Unidos",1996,Objeto,Rogério Alonso,"Este objeto pertente a Márcia Taffarel e integrou a exposição temporária do Museu do Futebol ""CONTRA-ATAQUE! As Mulheres do Futebol"", de 2019.",Acervo Márcia Taffarel | Foto Rogério Alonso,Museu do Futebol,CC-BY-SA,JPEG,240 dpi,240 dpi,4091 x 4535,6 x 6 cm,"https://dados.museudofutebol.org.br/2d#/tipo:acervo/726158,Verso%20da%20medalha%20dos%20Jogos%20Ol%C3%ADmpicos%20de%20Atlanta"
