Tipo de Arquivo,Nome,Título,Local,Data,Tipo,Fotógrafo,Descrição,Créditos,Fonte,Tipo de Licença,Formato,Resolução Horizontal,Resolução Vertical,Dimensões da Foto,Dimensões do Objeto
Imagem,Ita106,"Ita Maia, jogadora do Elite Itaquerense, posa para foto com trofeú. 1999. ","São Paulo, SP",1999,Fotografia,Autor desconhecido.,A obra integra o acervo do Museu do Futebol. Coleção Ita Maia Reis.,Acervo Museu do Futebol | Coleção Ita Maia Reis | Direitos Reservados,Museu do Futebol,CC-BY-SA,TIFF,600 dpi,600 dpi,2877 x 3544,0
Imagem,Ita107,"Soraia e Ita Maia Reis, jogadoras do Elite Itaquerense, posam para foto.","São Paulo, SP",0,Fotografia,Autor desconhecido.,A obra integra o acervo do Museu do Futebol. Coleção Ita Maia Reis.,Acervo Museu do Futebol | Coleção Ita Maia Reis | Direitos Reservados,Museu do Futebol,CC-BY-SA,TIFF,600 dpi,600 dpi,3807 x 2752,0
Imagem,Ita111,Jogadoras do Elite Itaquerense posam para foto. 1996.,"São Paulo, SP",1996,Fotografia,Autor desconhecido.,A obra integra o acervo do Museu do Futebol. Coleção Ita Maia Reis.,Acervo Museu do Futebol | Coleção Ita Maia Reis | Direitos Reservados,Museu do Futebol,CC-BY-SA,TIFF,600 dpi,600 dpi,3601 x 2856,0
Imagem,Ita126,"Jogadora do Elite Itaquerense, Ita Maia posa para foto com troféu.","São Paulo, SP",0,Fotografia,Autor desconhecido.,A obra integra o acervo do Museu do Futebol. Coleção Ita Maia Reis.,Acervo Museu do Futebol | Coleção Ita Maia Reis | Direitos Reservados,Museu do Futebol,CC-BY-SA,TIFF,600 dpi,600 dpi,2239 x 3510,0
Imagem,Ita163,Jogadoras do Elite Itaquerense posam para foto com medalhas e troféu do Campeonato Municipal de São Paulo.,"São Paulo, SP",0,Fotografia,Autor desconhecido.,A obra integra o acervo do Museu do Futebol. Coleção Ita Maia Reis.,Acervo Museu do Futebol | Coleção Ita Maia Reis | Direitos Reservados,Museu do Futebol,CC-BY-SA,TIFF,600 dpi,600 dpi,2326 x 3561,0
Imagem,Ita171,Jogadoras da Sociedade Esportiva Elite Itaquerense posam para fotografia.,"São Paulo, SP",0,Fotografia,Autor desconhecido.,A obra integra o acervo do Museu do Futebol. Coleção Ita Maia Reis.,Acervo Museu do Futebol | Coleção Ita Maia Reis | Direitos Reservados,Museu do Futebol,CC-BY-SA,TIFF,600 dpi,600 dpi,7002 x 4686,0
Imagem,Ita190,Ita Maia cumprimenta capitã do time adversário antes de uma partida do Elite Itaquerense.,"São Paulo, SP",0,Fotografia,Autor desconhecido.,A obra integra o acervo do Museu do Futebol. Coleção Ita Maia Reis.,Acervo Museu do Futebol | Coleção Ita Maia Reis | Direitos Reservados,Museu do Futebol,CC-BY-SA,TIFF,600 dpi,600 dpi,3497 x 2357,0
Imagem,Ita193,"Atleta do Elite Itaquerense, Ita Maia posa para foto.","São Paulo, SP",0,Fotografia,Autor desconhecido.,A obra integra o acervo do Museu do Futebol. Coleção Ita Maia Reis.,Acervo Museu do Futebol | Coleção Ita Maia Reis | Direitos Reservados,Museu do Futebol,CC-BY-SA,TIFF,600 dpi,600 dpi,2394 x 3561,0
Imagem,ju_cabral002,"Juliana Cabral, da Seleção Brasileira de Futebol, é fotografada durante jogo.",0,0,Fotografia,Autor desconhecido.,A obra integra o acervo do Museu do Futebol. Coleção Juliana Cabral.,Acervo Museu do Futebol | Coleção Juliana Cabral | Direitos Reservados,Museu do Futebol,CC-BY-SA,TIFF,600 dpi,600 dpi,3533 x 2353,0
Imagem,ju_cabral007,"Juliana Cabral posa para foto segurando uma bola de tênis após a conquista da medalha de prata dos Jogos Olímpicos de Atenas, 2004.","Atenas, Grécia",2004,Fotografia,Autor desconhecido.,A obra integra o acervo do Museu do Futebol. Coleção Juliana Cabral.,Acervo Museu do Futebol | Coleção Juliana Cabral | Direitos Reservados,Museu do Futebol,CC-BY-SA,TIFF,600 dpi,600 dpi,3533 x 2380,0
Imagem,ju_cabral012,"Seleção Brasileira Feminina nos Jogos Olímpicos de Sydney, 2000.","Sydney, Austrália",2000,Fotografia,Autor desconhecido.,A obra integra o acervo do Museu do Futebol. Coleção Juliana Cabral.,Acervo Museu do Futebol | Coleção Juliana Cabral | Direitos Reservados,Museu do Futebol,CC-BY-SA,TIFF,600 dpi,600 dpi,3520 x 2366,0
Imagem,ju_cabral040,Juliana Cabral e amiga posam para fotografia.,Brasil,0,Fotografia,Autor desconhecido.,A obra integra o acervo do Museu do Futebol. Coleção Juliana Cabral.,Acervo Museu do Futebol | Coleção Juliana Cabral | Direitos Reservados,Museu do Futebol,CC-BY-SA,TIFF,600 dpi,600 dpi,3560 x 2326,0
Imagem,ju_cabral043,Juliana Cabral e amiga comemoram.,Brasil,0,Fotografia,Autor desconhecido.,A obra integra o acervo do Museu do Futebol. Coleção Juliana Cabral.,Acervo Museu do Futebol | Coleção Juliana Cabral | Direitos Reservados,Museu do Futebol,CC-BY-SA,TIFF,600 dpi,600 dpi,3560 x 2326,0
Imagem,ju_cabral045,A jovem Juliana Cabral posa para fotografia com equipe de futebol de salão.,Brasil,0,Fotografia,Autor desconhecido.,A obra integra o acervo do Museu do Futebol. Coleção Juliana Cabral.,Acervo Museu do Futebol | Coleção Juliana Cabral | Direitos Reservados,Museu do Futebol,CC-BY-SA,TIFF,600 dpi,600 dpi,3560 x 2313,0
Imagem,COL46_002a,Foto da equipe e comissão que classificaram a Seleção Brasileira para a Copa do Mundo de 1995.,Brasil,1995,Fotografia,Autor desconhecido.,A obra integra o acervo do Museu do Futebol. Coleção Leda Maria.,Acervo Museu do Futebol | Coleção Leda Maria | Direitos Reservados,Museu do Futebol,CC-BY-SA,TIFF,350 dpi,350 dpi,3046 x 2158,0
Imagem,COL46_004,"Leda com o uniforme do Vasco. A jogadora fez parte do cruz-maltino na década de 1990, e venceu campeonatos estudais e nacionais.","Rio de Janeiro, RJ",0,Fotografia,Autor desconhecido.,A obra integra o acervo do Museu do Futebol. Coleção Leda Maria.,Acervo Museu do Futebol | Coleção Leda Maria | Direitos Reservados,Museu do Futebol,CC-BY-SA,TIFF,350 dpi,350 dpi,1437 x 2147,0
Imagem,COL46_007,"Leda e a goleira da Portuguesa, com medalhas e o troféu de segundo lugar.",Brasil,0,Fotografia,Autor desconhecido.,A obra integra o acervo do Museu do Futebol. Coleção Leda Maria.,Acervo Museu do Futebol | Coleção Leda Maria | Direitos Reservados,Museu do Futebol,CC-BY-SA,TIFF,350 dpi,350 dpi,1464 x 2173,0
Imagem,COL46_015,"Pôster do time feminino do Vasco da Gama, que foi pentacampeão estadual em 2000.","Rio de Janeiro, RJ",2000,Fotografia,Autor desconhecido.,A obra integra o acervo do Museu do Futebol. Coleção Leda Maria.,Acervo Museu do Futebol | Coleção Leda Maria | Direitos Reservados,Museu do Futebol,CC-BY-SA,TIFF,350 dpi,350 dpi,3552 x 2822,0
Imagem,COL46_016,"Poster do time feminino do Vasco da Gama, que foi tetracampeão estadual em 1999.","Rio de Janeiro, RJ",1999,Fotografia,Autor desconhecido.,A obra integra o acervo do Museu do Futebol. Coleção Leda Maria.,Acervo Museu do Futebol | Coleção Leda Maria | Direitos Reservados,Museu do Futebol,CC-BY-SA,TIFF,350 dpi,350 dpi,3570 x 2846,0
Imagem,COL46_017a,"Foto do time feminino do Vasco, em São Januário. Em 1999, as vascaínas foram tetracampeãs estaduais no Rio de Janeiro.","Rio de Janeiro, RJ",1999,Fotografia,Autor desconhecido.,A obra integra o acervo do Museu do Futebol. Coleção Leda Maria.,Acervo Museu do Futebol | Coleção Leda Maria | Direitos Reservados,Museu do Futebol,CC-BY-SA,TIFF,350 dpi,350 dpi,3570 x 2846,0
Imagem,COL46_019,"Poster do time pentacampeão estadual feminino, do Vasco da Gama.","Rio de Janeiro, RJ",2000,Fotografia,Autor desconhecido.,A obra integra o acervo do Museu do Futebol. Coleção Leda Maria.,Acervo Museu do Futebol | Coleção Leda Maria | Direitos Reservados,Museu do Futebol,CC-BY-SA,TIFF,350 dpi,350 dpi,2967 x 2164,0
Imagem,MF0000008498i,Foto da equipe de futebol feminino da Portuguesa. A Lusa chegou a disputar um final nacional na decada de 1990.,Brasil,0,Fotografia,Autor desconhecido.,A obra integra o acervo do Museu do Futebol. Coleção Leda Maria.,Acervo Museu do Futebol | Coleção Leda Maria | Direitos Reservados,Museu do Futebol,CC-BY-SA,TIFF,350 dpi,350 dpi,2163 x 1457,0
Imagem,MF0000008499i,"Jogadoras do Vasco da Gama, comemorando o tetracampeoanto do estadual do Rio de Janeiro, em 1998.","Rio de Janeiro, RJ",1998,Fotografia,Autor desconhecido.,A obra integra o acervo do Museu do Futebol. Coleção Leda Maria.,Acervo Museu do Futebol | Coleção Leda Maria | Direitos Reservados,Museu do Futebol,CC-BY-SA,TIFF,350 dpi,350 dpi,3254 x 2267,0
Imagem,MF0000008500i,Jogadoras da seleção brasileira tiram no foto na cama de um hotel.,0,0,Fotografia,Autor desconhecido.,A obra integra o acervo do Museu do Futebol. Coleção Leda Maria.,Acervo Museu do Futebol | Coleção Leda Maria | Direitos Reservados,Museu do Futebol,CC-BY-SA,TIFF,350 dpi,350 dpi,2109 x 1196,0
Imagem,MF0000008501i,Leda e jogadoras da Portuguesa recebendo medalha de Prata em 1999.,"São Paulo, SP",1999,Fotografia,Autor desconhecido.,A obra integra o acervo do Museu do Futebol. Coleção Leda Maria.,Acervo Museu do Futebol | Coleção Leda Maria | Direitos Reservados,Museu do Futebol,CC-BY-SA,TIFF,350 dpi,350 dpi,1462 x 2127,0
Imagem,MF0000008502i,"Leda com uniforme do Vasco, em São Januário.","Rio de Janeiro, RJ",0,Fotografia,Autor desconhecido.,A obra integra o acervo do Museu do Futebol. Coleção Leda Maria.,Acervo Museu do Futebol | Coleção Leda Maria | Direitos Reservados,Museu do Futebol,CC-BY-SA,TIFF,350 dpi,350 dpi,2143 x 2998,0
Imagem,MF0000008503i,"Jogadoras de futsal na premiação do futsal feminino, nas Olimpíadas Universitárias de 2005.",Brasil,2005,Fotografia,Autor desconhecido.,A obra integra o acervo do Museu do Futebol. Coleção Leda Maria.,Acervo Museu do Futebol | Coleção Leda Maria | Direitos Reservados,Museu do Futebol,CC-BY-SA,TIFF,350 dpi,350 dpi,2163 x 1408,0
Imagem,MF0000008806i,Jogadoras e equipe técnica da Seleção Brasileira posam para fotografia.,0,0,Fotografia,Autor desconhecido.,A obra integra o acervo do Museu do Futebol. Coleção Leda Maria.,Acervo Museu do Futebol | Coleção Leda Maria | Direitos Reservados,Museu do Futebol,CC-BY-SA,TIFF,350 dpi,350 dpi,2961 x 2151,0
Imagem,DSC_6223,"Troféu de terceiro colocado da primeira edição da Taça São Paulo de Futebol Feminino. Guarani F.C, 1983.","São Paulo, SP",2019,Objeto,Rogério Alonso,"Este objeto percente a Romeu Castro e integrou a exposição temporária do Museu do Futebol ""CONTRA-ATAQUE! As Mulheres do Futebol"", de 2019.",Acervo Romeu Castro | Foto Rogério Alonso,Museu do Futebol,CC-BY-SA,JPEG,240 dpi,240 dpi,3783 x 5669,45 x 14 x 14 cm
Imagem,DSC_6326,"Postal lançado para a Copa do Mundo da Suécia, 1995.","São Paulo, SP",2019,Objeto,Rogério Alonso,"Este objeto percente a Romeu Castro e integrou a exposição temporária do Museu do Futebol ""CONTRA-ATAQUE! As Mulheres do Futebol"", de 2019.",Acervo Romeu Castro | Foto Rogério Alonso,Museu do Futebol,CC-BY-SA,JPEG,240 dpi,240 dpi,4166 x 3110,"14,9 x 19 cm"
Imagem,DSC_6318,"Chuteira de Rosana Augusto usada na Copa do Mundo da China, 2007.","São Paulo, SP",2019,Objeto,Rogério Alonso,"Este objeto integrou a exposição temporária do Museu do Futebol ""CONTRA-ATAQUE! As Mulheres do Futebol"", de 2019.",Acervo Rosana Augusto | Foto Rogério Alonso,Museu do Futebol,CC-BY-SA,JPEG,240 dpi,240 dpi,5669 x 3680,"11 x 37 x 10 cm (de lado); 
11 x 10 x 37 cm (de frente)"
Imagem,DSC_6363,"Parte frontal da medalha de prata da Copa do Mundo da China, 2007.","São Paulo, SP",2019,Objeto,Rogério Alonso,"Este objeto percente a Rosana Augusto e integrou a exposição temporária do Museu do Futebol ""CONTRA-ATAQUE! As Mulheres do Futebol"", de 2019.",Acervo Rosana Augusto | Foto Rogério Alonso,Museu do Futebol,CC-BY-SA,JPEG,240 dpi,240 dpi,3336 x 3969,7 x 5 cm
Imagem,DSC_6364,"Verso da medalha de prata da Copa do Mundo da China, 2007.","São Paulo, SP",2019,Objeto,Rogério Alonso,"Este objeto percente a Rosana Augusto e integrou a exposição temporária do Museu do Futebol ""CONTRA-ATAQUE! As Mulheres do Futebol"", de 2019.",Acervo Rosana Augusto | Foto Rogério Alonso,Museu do Futebol,CC-BY-SA,JPEG,240 dpi,240 dpi,3337 x 3969,7 x 5 cm
Imagem,DSC_6368,"Parte frontal da medalha de prata dos Jogos Olímpicos de Pequim, 2008.","São Paulo, SP",2019,Objeto,Rogério Alonso,"Este objeto percente a Rosana Augusto e integrou a exposição temporária do Museu do Futebol ""CONTRA-ATAQUE! As Mulheres do Futebol"", de 2019.",Acervo Rosana Augusto | Foto Rogério Alonso,Museu do Futebol,CC-BY-SA,JPEG,240 dpi,240 dpi,3813 x 4535,"8,6 x 8,6 cm"
Imagem,DSC_6371,"Verso da medalha de prata dos Jogos Olímpicos de Pequim, 2008.","São Paulo, SP",2019,Objeto,Rogério Alonso,"Este objeto percente a Rosana Augusto e integrou a exposição temporária do Museu do Futebol ""CONTRA-ATAQUE! As Mulheres do Futebol"", de 2019.",Acervo Rosana Augusto | Foto Rogério Alonso,Museu do Futebol,CC-BY-SA,JPEG,240 dpi,240 dpi,3812 x 4535,"8,6 x 8,6 cm"
Imagem,DSC_6322,"Bola de tênis do acervo da jogadora Roseli de Belo. Jogos Olímpicos de Atenas, 2004.","São Paulo, SP",2019,Objeto,Rogério Alonso,"Este objeto pertence a Roseli de Belo e integrou a exposição temporária do Museu do Futebol ""CONTRA-ATAQUE! As Mulheres do Futebol"", de 2019.",Acervo Roseli de Belo | Foto Rogério Alonso,Museu do Futebol,CC-BY-SA,JPEG,240 dpi,240 dpi,3669 x 3908,7 x 7 x 7 cm
Imagem,DSC_6333,"Troféu de participação da Copa do Mundo da China, 1991.","São Paulo, SP",2019,Objeto,Rogério Alonso,"Este objeto percente a Rosilane Motta e integrou a exposição temporária do Museu do Futebol ""CONTRA-ATAQUE! As Mulheres do Futebol"", de 2019.",Acervo Rosilane Motta | Foto Rogério Alonso,Museu do Futebol,CC-BY-SA,JPEG,240 dpi,240 dpi,4724 x 3179,"Apenas o troféu 10,5 x 12,5 cm; Troféu aberto 7,5 x 12,5 x 12,5 cm; Com a caixa 13,5 x 15 cm"
Imagem,DSC_6374,"Parte frontal da medalha de bronze do Torneio Internacional de Mulheres FIFA (China), 1988.","São Paulo, SP",2019,Objeto,Rogério Alonso,"Este objeto percente a Rosilane Motta e integrou a exposição temporária do Museu do Futebol ""CONTRA-ATAQUE! As Mulheres do Futebol"", de 2019.",Acervo Rosilane Motta | Foto Rogério Alonso,Museu do Futebol,CC-BY-SA,JPEG,240 dpi,240 dpi,3812 x 4535,7 x 5 cm
Imagem,DSC_6377,"Verso da medalha de bronze do Torneio Internacional de Mulheres FIFA (China), 1988.","São Paulo, SP",2019,Objeto,Rogério Alonso,"Este objeto percente a Rosilane Motta e integrou a exposição temporária do Museu do Futebol ""CONTRA-ATAQUE! As Mulheres do Futebol"", de 2019.",Acervo Rosilane Motta | Foto Rogério Alonso,Museu do Futebol,CC-BY-SA,JPEG,240 dpi,240 dpi,3813 x 4535,7 x 5 cm
Imagem,DSC_6382,"Parte frontal da medalha da Copa América de Futebol Feminino, 1995.","São Paulo, SP",2019,Objeto,Rogério Alonso,"Este objeto percente a Rosilane Motta e integrou a exposição temporária do Museu do Futebol ""CONTRA-ATAQUE! As Mulheres do Futebol"", de 2019.",Acervo Rosilane Motta | Foto Rogério Alonso,Museu do Futebol,CC-BY-SA,JPEG,240 dpi,240 dpi,3812 x 4535,"8,2 x 6 cm"
Imagem,DSC_6384,"Verso da medalha da Copa América de Futebol Feminino, 1995.","São Paulo, SP",2019,Objeto,Rogério Alonso,"Este objeto percente a Rosilane Motta e integrou a exposição temporária do Museu do Futebol ""CONTRA-ATAQUE! As Mulheres do Futebol"", de 2019.",Acervo Rosilane Motta | Foto Rogério Alonso,Museu do Futebol,CC-BY-SA,JPEG,240 dpi,240 dpi,3812 x 4535,"8,2 x 6 cm"
Imagem,DSC_6386,"Parte frontal da medalha de bronze da Copa do Mundo de Futebol Feminino. Estados Unidos, 1999.","São Paulo, SP",2019,Objeto,Rogério Alonso,"Este objeto percente a Rosilane Motta e integrou a exposição temporária do Museu do Futebol ""CONTRA-ATAQUE! As Mulheres do Futebol"", de 2019.",Acervo Rosilane Motta | Foto Rogério Alonso,Museu do Futebol,CC-BY-SA,JPEG,240 dpi,240 dpi,3494 x 4157,7 x 5 cm
Imagem,DSC_6387,"Verso da medalha de bronze da Copa do Mundo de Futebol Feminino. Estados Unidos, 1999.","São Paulo, SP",2019,Objeto,Rogério Alonso,"Este objeto percente a Rosilane Motta e integrou a exposição temporária do Museu do Futebol ""CONTRA-ATAQUE! As Mulheres do Futebol"", de 2019.",Acervo Rosilane Motta | Foto Rogério Alonso,Museu do Futebol,CC-BY-SA,JPEG,240 dpi,240 dpi,3495 x 4157,7 x 5 cm
Imagem,DSC_6392,"Parte frontal da Medalha da primeira edição da Copa América de Futebol Feminino, 1991.","São Paulo, SP",2019,Objeto,Rogério Alonso,"Este objeto percente a Rosilane Motta e integrou a exposição temporária do Museu do Futebol ""CONTRA-ATAQUE! As Mulheres do Futebol"", de 2019.",Acervo Rosilane Motta | Foto Rogério Alonso,Museu do Futebol,CC-BY-SA,JPEG,240 dpi,240 dpi,3812 x 4535,"9,5 x 5,1 cm"
Imagem,DSC_6395,"Verso da Medalha da primeira edição da Copa América de Futebol Feminino, 1991.","São Paulo, SP",2019,Objeto,Rogério Alonso,"Este objeto percente a Rosilane Motta e integrou a exposição temporária do Museu do Futebol ""CONTRA-ATAQUE! As Mulheres do Futebol"", de 2019.",Acervo Rosilane Motta | Foto Rogério Alonso,Museu do Futebol,CC-BY-SA,JPEG,240 dpi,240 dpi,3813 x 4535,"9,5 x 5,1 cm"
